Front,Back,Audio,rank,noteId,tags
สวยงาม,beautiful,[sound:google-472b01c8-e4f7df6b-5901b3ed-440f6b0e-275de805.mp3],1096,1399818769067,
ฝาก,deposit; bring as gift,[sound:google-34ec6e59-6b85d38e-11eb400d-848d183f-4b97f610.mp3],1097,1399818769068,
หลักการ,principle,[sound:google-cffa2f07-82c965f7-76dbdbd0-bb908b7e-7b87af98.mp3],1098,1399818769069,
โดยที่,by,[sound:google-7b882d7d-d104eadd-47e21e84-f08f1feb-9dddaff2.mp3],1099,1399818769070,
ทา,apply; paint,[sound:google-359ae1c3-5052be85-9052996c-41a51e80-aaee7fd7.mp3],1100,1399818769071,
โน,swell out; bulge,[sound:google-04fa5c9a-69b48bf4-b598b261-670274ab-01676ae2.mp3],1101,1399818769072,
เดือดร้อน,be in troble; be distressed,[sound:google-cfd3ec54-11282d6b-ebaabd22-6a03de49-3ccda62a.mp3],1102,1399818769073,
ล่า,hunt,[sound:google-04ee0f19-8a399bd0-fb82f64f-06933670-10618b2b.mp3],1103,1399818769074,
อาวุธ,weapon,[sound:google-208055e7-9692c05f-89d269f4-39147716-70b888ad.mp3],1104,1399818769075,
กล่าวถึง,mention; speak of,[sound:google-94917175-2abf914d-c329fcaf-254e8705-1e4a6606.mp3],1105,1399818769076,
แขก,guest,[sound:google-27ec5551-5d0f6649-4cf2180f-c1086923-7192a0f3.mp3],1106,1399818769077,
บ้านเมือง,country; state; nation,[sound:google-5fb51f24-10e85ccc-496ad639-40d32632-4bbad6e0.mp3],1107,1399818769078,
ดอกไม้,flower,[sound:google-deca42c0-cb98da79-9e987767-8c2e1b08-7db19618.mp3],1108,1399818769079,
ดิ,particle (for emphasis),[sound:google-73fec30a-010fc953-750e72b5-b1d75404-2e29f7d3.mp3],1109,1399818769080,
รัฐธรรมนูญ,constitution,[sound:google-c10f6fef-651b4029-2cc0f7e1-f5379dd2-0e4237e5.mp3],1110,1399818769081,
ไง,how; what,[sound:google-8b86700e-668ce76d-06d894ab-6b495fb9-abe8a10c.mp3],1111,1399818769082,
เหยื่อ,victim,[sound:google-1508cf81-faac75ba-9b81f66e-46ce59b2-0f71db4e.mp3],1112,1399818769083,
ถ่ายทอด,broadcast; transmit,[sound:google-a676dd30-dee1e108-49f62378-23e22942-2a5c6364.mp3],1113,1399818769084,
สตรี,woman,[sound:google-7047c658-7f6176ab-722bfa72-f5bf17b6-d2b33e51.mp3],1114,1399818769085,
ผูก,bind,[sound:google-a18f19ba-4f2041db-8546c850-1549cdf6-757b75af.mp3],1115,1399818769086,
สูญเสีย,lose,[sound:google-41029dcf-95b4538f-5f220e79-61552bbe-e8f517a7.mp3],1116,1399818769087,
กรรมการ,committee,[sound:google-0eefcc6d-ab365f66-77b04d99-f74eafce-ec155f33.mp3],1117,1399818769088,
มุ่ง,aim,[sound:google-a1d4cca9-61de0234-c8c6cf52-cef6b987-2aa3bfdc.mp3],1118,1399818769089,
นิ่ง,still,[sound:google-53aaf988-e394b7e3-4bd14f81-e4ba082b-b9e263ec.mp3],1119,1399818769090,
พันธุ์,species; gene,[sound:google-6051e248-364943c5-bbc28305-d297238e-cb85e643.mp3],1120,1399818769091,
ที่นั่ง,seat,[sound:google-31f5c626-a83f6b80-de567fa7-ba15183a-c82bde58.mp3],1121,1399818769092,
วัตถุ,object; thing; material,[sound:google-746bf355-62672a40-beee4bdd-8520176f-a2554019.mp3],1122,1399818769093,
คุม,control; guard; protect,[sound:google-bf244993-41b1499d-36199af1-ecc6be7d-04db2752.mp3],1123,1399818769094,
ลำ,trunk; (classifier),[sound:google-3ba0b5e1-20c0556e-551a444d-6088dc12-d44ffd11.mp3],1124,1399818769095,
ปกป้อง,guard; protect,[sound:google-6efa0709-3af2e892-9f672f10-7a728828-76b14201.mp3],1125,1399818769096,
เสือ,tiger,[sound:google-1e835618-778c116a-a2d60402-628cac17-91386263.mp3],1126,1399818769097,
หนทาง,way; path; course,[sound:google-f01f1693-21a79051-e8c3af0c-6dedad1c-323f723d.mp3],1127,1399818769098,
ตลอดจน,as well as; including,[sound:google-f5c6e55c-16c24edb-342c83f4-5a07c380-0932c576.mp3],1128,1399818769099,
ประวัติ,history,[sound:google-37d3e46e-6538bb2b-4fa44c0e-9b9f9af4-a458927c.mp3],1129,1399818769100,
รับประทาน,eat,[sound:google-ca3e2a91-02114b11-257c7154-52b2b57f-279ff7c5.mp3],1130,1399818769101,
ทบทวน,review; reconsider,[sound:google-a66139ee-d2c8999f-6a5f6975-79b9e22e-e4e24d08.mp3],1131,1399818769102,
สนุก,enjoy,[sound:google-5c9ab9e9-e53bca03-164d18f0-2e9d10ba-d5c542fa.mp3],1132,1399818769103,
ไอ,vapor; cough,[sound:google-8aff9877-14f447a5-5865a4a4-c1d14b75-8439d66d.mp3],1133,1399818769104,
ท้อง,stomach,[sound:google-e5e81f45-d3d2f438-092aba61-518b541b-f077efe9.mp3],1134,1399818769105,
ลูกชาย,son,[sound:google-0141036a-a3e45fa9-2d143453-65353add-d6432cb3.mp3],1135,1399818769106,
ยาวนาน,long; endless,[sound:google-a435ad03-4367502e-af5170d5-1031c76a-35f1798e.mp3],1136,1399818769107,
แนวคิด,concept; idea,[sound:google-4460c53d-d6c6db74-90aca089-d680ae8d-1fc1b108.mp3],1137,1399818769108,
สัญญาณ,signal,[sound:google-09f89471-75450416-717e2d3e-ad8fe21d-99eef950.mp3],1138,1399818769109,
สหรัฐ,united group of states,[sound:google-1d8a1841-77d9bc77-87f056cb-1740db81-085be008.mp3],1139,1399818769110,
นิ้ว,finger,[sound:google-441eb524-d1a97dca-eef2cc11-c2bfd0be-4496316a.mp3],1140,1399818769111,
ผัก,vegetables,[sound:google-531b1ddd-ceaed256-ab565b8c-7419a2ca-d393d934.mp3],1141,1399818769112,
ท่ามกลาง,among; amidst,[sound:google-6b0554fc-503658bf-e0102663-85995a1a-4c54e9a3.mp3],1142,1399818769113,
แคบ,narrow,[sound:google-1c58dbb0-5401bd10-3ad2e200-888ff5f4-a9772e59.mp3],1143,1399818769114,
สมควร,appropriate,[sound:google-57304539-64e147b2-87da8c73-df4e2e4a-1b08e96d.mp3],1144,1399818769115,
ตัน,Ton,[sound:google-067fc002-51137f99-92ba285e-ce9358cb-f563ca50.mp3],1145,1399818769116,
เท,pour,[sound:google-aeb9b65b-b18ef56b-34a5434a-e5f2fe54-a839c85c.mp3],1146,1399818769117,
คุณสมบัติ,property; quality; attribute,[sound:google-6e11b36d-b37f30b8-d038f47a-40105acd-627fdb1c.mp3],1147,1399818769118,
พูดคุย,chat,[sound:google-95f3c434-922dc189-c47047d9-0182892f-fe0e616f.mp3],1148,1399818769119,
นายกรัฐมนตรี,Prime Minister,[sound:google-b3ebd68f-5a7a773e-c781fc55-7832587a-aa918a1c.mp3],1149,1399818769120,
ความหวัง,hope,[sound:google-88bbc232-c5b6a4ce-3ad01a3f-3c094dcc-74c34de7.mp3],1150,1399818769121,
วิญญาณ,spirit,[sound:google-aeaa99d6-eba486af-c7bd8a79-c933a7ae-a1014a4e.mp3],1151,1399818769122,
ชื่อว่า,named; called,[sound:google-1e036dc6-700d003d-b9c2d956-5b91ea3c-4d82e968.mp3],1152,1399818769123,
ไอ้,derogatory prefix for males,[sound:google-1cd63731-c9afa6c2-0c4de579-de82e778-60b41c5b.mp3],1153,1399818769124,
ที่ไหน,where,[sound:google-3c811b9a-d2f2740c-afd58f51-05df5e00-38ca0c47.mp3],1154,1399818769125,
จ้าง,employ; hire,[sound:google-31e1ecac-8c121f93-36f8a155-f41caf58-2b82f78d.mp3],1155,1399818769126,
สถาน,place; site; location,[sound:google-a967d158-583e3d0e-09141cfa-2a24eb5a-9cfa7666.mp3],1156,1399818769127,
คนงาน,"worker, employee",[sound:google-2e75329b-87ec4c74-19d4c902-7358bf66-7cc95e9b.mp3],1157,1399818769128,
วิชาการ,academia; technology; expertise,[sound:google-b04f75d4-18756366-89b37dc1-4ddd138d-a4e9098c.mp3],1158,1399818769129,
รถไฟ,train,[sound:google-f4184c8a-56036f94-5a6efa67-6a008f26-8cfd9ab6.mp3],1159,1399818769130,
ล้ำ,break; violate,[sound:google-682f7692-43e1d98a-79dc963f-a33e5a5a-f6d4bc34.mp3],1160,1399818769131,
เล็กน้อย,a little; bit,[sound:google-1946b9aa-0321e61c-1aa55e38-e213e76b-0b482ce7.mp3],1161,1399818769132,
ดินแดน,"territory, country, land",[sound:google-20a9fc08-36ddd2b1-80e0ebc8-f1aedf5f-dacac493.mp3],1162,1399818769133,
โปรด,please,[sound:google-38962da2-4fa81cc6-ff2da41b-56298975-c8373315.mp3],1163,1399818769134,
แง่,point of view; corner,[sound:google-3ee90f9b-9ba476de-7c84298b-32170ebd-a1dbe6ef.mp3],1164,1399818769135,
คะแนน,score; point,[sound:google-ccfbacbe-1dcc152b-37900349-1d67c11f-dcf8bd06.mp3],1165,1399818769136,
โรงแรม,hotel,[sound:google-ee1da3c8-d5c19c63-453f2d50-69a56fd9-f98fac46.mp3],1166,1399818769137,
คำพูด,words; speech,[sound:google-4ca79ade-6626ecf8-acc44691-0ea656db-ffc5e7db.mp3],1167,1399818769138,
จดหมาย,letter,[sound:google-6c2bcd9d-777bf368-3104377d-930f7e51-15770185.mp3],1168,1399818769139,
พลังงาน,scientific energy; power,[sound:google-a6f6f494-c4bfd89c-15425440-a3d0ee49-00c0c1e0.mp3],1169,1399818769140,
ขับ,drive,[sound:google-bf1297d2-da50d0b0-95955a05-1ae32931-db4bb91b.mp3],1170,1399818769141,
ดื่ม,drink,[sound:google-da36a4ea-82440873-5c68dfe5-f55ecafa-6b497c48.mp3],1171,1399818769142,
หอม,"aromatic; smell good; onion; ""sniff"" kiss",[sound:google-8972d6af-65615a0c-e2509de4-1b6d9c59-dd62daf2.mp3],1172,1399818769143,
กรุณา,please,[sound:google-e2df8485-74fa53e9-4aa44ece-36b3c87e-63d3eb5d.mp3],1173,1399818769144,
เวที,stage,[sound:google-222c0485-f36645d6-6156d3a9-45cd8718-06e64e5d.mp3],1174,1399818769145,
เลิศ,excellent; first-rate; perfect,[sound:google-99e4d168-0b6bcb49-2795ad61-602024c6-e2089483.mp3],1175,1399818769146,
ประเมิน,assessment; to evaluate,[sound:google-2393d8f3-d5068919-6f30c804-9334bbc2-e008f895.mp3],1176,1399818769147,
ระมัดระวัง,be careful; cautious,[sound:google-02a3268d-321c3cf7-974ec0f3-b86e0b00-d9940cfe.mp3],1177,1399818769148,
หนอง,"pus; swamp, bog, mire",[sound:google-64be4cf7-9ea0d5ff-79280848-3d5d0143-d3d0f5fe.mp3],1178,1399818769149,
กำเนิด,birth,[sound:google-1a26a4a4-c8118453-d92016cc-5e7415b5-321dc39a.mp3],1179,1399818769150,
เคลื่อนไหว,move,[sound:google-c4def3e1-31edc658-777ad373-78baf728-f207cb8b.mp3],1180,1399818769151,
เชื่อม,link; join; connect,[sound:google-6a035e03-259bd380-23fd3308-a06d4553-5b7a5078.mp3],1181,1399818769152,
ประสาน,to connect; to agree with,[sound:google-67df42d7-6354a3ab-ef5a62ac-894239ea-92b7106b.mp3],1182,1399818769153,
ป่วย,sick,[sound:google-29a79951-10494168-77e73a58-6e08003f-d35bbb57.mp3],1183,1399818769154,
สะท้อน,rebound; bounce; reverberate,[sound:google-dfe1788a-55d66b7a-b7798450-29417a06-d4f90313.mp3],1184,1399818769155,
ฤดู,season,[sound:google-60511354-0dad91c4-0d64c7f7-c2317a8d-d2b513e0.mp3],1185,1399818769156,
เยอะ,much; a lot,[sound:google-ddcc7670-f19f3afd-a5e338f8-67ed268a-63b532cd.mp3],1186,1399818769157,
เข้มแข็ง,strong (mental),[sound:google-096ec016-f58f2f27-51dac325-2fae5949-8c648504.mp3],1187,1399818769158,
สูตร,formula,[sound:google-c12702cc-f4e89768-9c7498ae-29da1d9c-2c1b3c46.mp3],1188,1399818769159,
เก่าแก่,ancient; old,[sound:google-f1511840-caf5def6-3ef5d2ae-bf915c1b-74d7f98c.mp3],1189,1399818769160,
ฟัน,tooth,[sound:google-f85a2aae-eabc159f-c358e7fb-faf9ca22-3772874d.mp3],1190,1399818769161,
วางแผน,to plan,[sound:google-de4fcde6-3a2db29c-8b6d3a0d-bb92dc12-6729fee6.mp3],1191,1399818769162,
เท้า,foot,[sound:google-9581c37f-54a641ab-f7df2a5e-029fe168-6738eeaa.mp3],1192,1399818769163,
หล่อน,her,[sound:google-a0e1816d-c4297d0d-cc4a0e11-eb006d54-34cc5a66.mp3],1193,1399818769164,
เติม,"add, fill",[sound:google-b8e1fe29-0434e249-4ac64d2b-611fea97-b4fd0666.mp3],1194,1399818769165,
ทันสมัย,modern; up-to-date,[sound:google-7ef7acad-dd72e53c-e46a22c1-ae374d8b-cd21a6a7.mp3],1195,1399818769166,
ลุก,erect,[sound:google-2348b355-b3e41a84-dbe88ed6-4069d588-0ebf6890.mp3],1196,1399818769167,
ลับ,secret; vanish; to sharpen a knife,[sound:google-f2bee8d5-7027566c-e1b8ed2f-b403e1ef-94345bfc.mp3],1197,1399818769168,
ระวัง,beware,[sound:google-fd77e14d-511298b8-e4dcf63f-11587828-87771431.mp3],1198,1399818769169,
สะสม,cumulative; collection,[sound:google-bf7ce6bd-ea3d37f1-13f31e6b-d358ff49-2aa968e3.mp3],1199,1399818769170,
ท่องเที่ยว,travel,[sound:google-b07c7465-f3209463-abba4ae6-5a8f02c2-af396c4c.mp3],1200,1399818769171,
ลอย,float,[sound:google-36274e26-4fdc3fa5-f9313ff7-8ae65105-e27f0df6.mp3],1201,1399818769172,
ชัย,victory,[sound:google-0ee1a98b-d0c5c2a6-fb938a5d-8653c091-4fc13563.mp3],1202,1399818769173,
พอดี,fit,[sound:google-0bc598ce-d9d2a3ad-273985fb-6a28a1fc-19948639.mp3],1203,1399818769174,
โดยตรง,directly,[sound:google-81946a5d-2f10eef1-15b0e5f4-08dc403a-62ebb043.mp3],1204,1399818769175,
เมีย,wife,[sound:google-d369320e-c7ed52fc-6e74082f-9d112dff-df8e4dad.mp3],1205,1399818769176,
คิดถึง,miss,[sound:google-38469ec5-ac0d45ee-43cc2a96-bdabba7a-5f41423f.mp3],1206,1399818769177,
ข้อความ,message,[sound:google-2fd6663b-6f92e555-bb7127e5-7baa9eca-1d613cd9.mp3],1207,1399818769178,
ประชาธิปไตย,democracy,[sound:google-1b69aad6-1150f459-70380b7e-6a864a8f-4cdab48f.mp3],1208,1399818769179,
ลาย,striped,[sound:google-dfb3be72-bb8ebadd-bba76d13-4d59ede9-92911d2c.mp3],1209,1399818769180,
บวช,ordinate,[sound:google-16e8feb3-cd57bf00-de458fc4-566a6517-7fc785a4.mp3],1210,1399818769181,
พลอย,gem; jewelry,[sound:google-c71405db-83619ed4-161bf2db-794f0d6d-89b7a538.mp3],1211,1399818769182,
ลูกค้า,customer,[sound:google-1e1d763f-1642cf4d-d945a95b-14844f3f-de41f9fd.mp3],1212,1399818769183,
ยกเว้น,except,[sound:google-2db6bd00-2ebf3514-f874cb8b-58a938cb-a3f8bbad.mp3],1213,1399818769184,
องค์การ,organization,[sound:google-2fd17db5-2e91ac91-411a0a5c-338f8e19-090d3524.mp3],1214,1399818769185,
ทัน,catch up with; quickly; speedy,[sound:google-ac76768a-0ea98e76-6ae0b497-dd68149d-ab1bc0f0.mp3],1215,1399818769186,
ริม,edge; at the side of,[sound:google-5632ee2d-e17f2d6c-32cf25f4-c30100fa-5068ec00.mp3],1216,1399818769187,
มิใช่,is not,[sound:google-abd58c21-6ac0f883-02060214-ec654d0e-3f3fb6a5.mp3],1217,1399818769188,
ทุกวันนี้,nowadays,[sound:google-b7b87745-e6bb3876-a5752105-cee9830a-94dcbad4.mp3],1218,1399818769189,
เพราะฉะนั้น,therefore,[sound:google-0153e88a-2c18ed11-df992a49-1d83e159-1d97ba93.mp3],1219,1399818769190,
ย่อย,small; insignificant,[sound:google-b22162f5-fd483492-6d851eb5-59afade5-3a85680e.mp3],1220,1399818769191,
มายัง,come to; arrive at,[sound:google-7956de32-c3933754-9e70f950-f76749eb-176d5b91.mp3],1221,1399818769192,
แถบ,strip; zone,[sound:google-768981f4-7c648703-9fb5ee5f-c5a8df3c-2d0417ad.mp3],1222,1399818769193,
คอมพิวเตอร์,computer,[sound:google-a6c1b3b2-781ee296-64ef50ae-192133b6-948f4907.mp3],1223,1399818769194,
ชื่นชม,admire; praise,[sound:google-da29aa50-d65fcab6-bc02f1fa-655f7bff-793ad212.mp3],1224,1399818769195,
ม้า,horse,[sound:google-98e5c156-d7e5f1f1-e563633e-7d849d1c-eb2c1fd9.mp3],1225,1399818769196,
กระตุ้น,stimulate; excite,[sound:google-f6828b08-f2a36c41-9aa809a0-011a4586-c92cd4a7.mp3],1226,1399818769197,
รี,oval; delay,[sound:google-767f302f-d021ce2e-80c15db8-20125354-35b9efff.mp3],1227,1399818769198,
ฝูง,group; crowd,[sound:google-2ff68f6d-e52fc976-3dfec4fa-ac51a697-38a09da4.mp3],1228,1399818769199,
รับรอง,guarantee; confirm,[sound:google-5d0bdad0-f2587a1c-62eeb6b2-c0474a75-4db1c7af.mp3],1229,1399818769200,
โค,cow,[sound:google-003e592c-c43ebc56-86877c90-99bed2cd-707ead60.mp3],1230,1399818769201,
ทิศ,direction of compass,[sound:google-75d244aa-1fab532e-13859db9-792d0754-385c7b19.mp3],1231,1399818769202,
ไฟฟ้า,electricity,[sound:google-f084d6a2-e61ff474-27790284-f49d8c76-df0f5752.mp3],1232,1399818769203,
ออกแบบ,to design,[sound:google-76f0fbdc-1b1356e4-41361aee-c6d76a2d-393377fa.mp3],1233,1399818769204,
ทน,bear; endure,[sound:google-1f761717-1f831f3c-52c56715-e02694cb-d92b3b4a.mp3],1234,1399818769205,
สื่อสาร,communicate,[sound:google-4aa4a3cc-4929a0b9-6bd0d3cd-a94d31af-9e75e145.mp3],1235,1399818769206,
ชิ,exclamation of anger; tut,[sound:google-08726c53-f6393d06-a4df1575-acf60d10-71bfc47d.mp3],1236,1399818769207,
ลูกสาว,daughter,[sound:google-d52c3ab1-cd365e84-a55b9f05-f3937d06-defa3fc7.mp3],1237,1399818769208,
งบประมาณ,budget; estimate,[sound:google-4f49328f-ae9100b1-2bf584ed-77adcab2-9246e948.mp3],1238,1399818769209,
ทำนอง,form; manner way,[sound:google-e8996f77-27bf79a0-aef30017-676d03c3-6090ab42.mp3],1239,1399818769210,
แล้วแต่,up to; depends on,[sound:google-a2628106-0fbece02-054c33fe-47640ac8-bf96f4a4.mp3],1240,1399818769211,
ประโยค,sentence,[sound:google-e8750a6b-96031d7d-89a3fd7c-5cb4b05b-193c4eb6.mp3],1241,1399818769212,
ลำบาก,difficult; hardship,[sound:google-191932dd-25af1c82-3086e7cc-8d1791e5-8439db85.mp3],1242,1399818769213,
สร้างสรรค์,create; invent; make,[sound:google-deb4f875-aac0ec7c-0da819c0-3665427d-7824776c.mp3],1243,1399818769214,
ภาษี,tax,[sound:google-52f035dc-20e0b844-f3646140-c32fdbf1-6d1a8708.mp3],1244,1399818769215,
กล้อง,camera,[sound:google-d064000f-37b7f0b3-444b8dd4-c5e485c4-afebe6e6.mp3],1245,1399818769216,
กองทัพ,"army, troops",[sound:google-078c8b2a-261d3270-b83af98d-402951b1-3dfd30ce.mp3],1246,1399818769217,
ป้า,aunt,[sound:google-bbc2df27-e01b8572-2a069e4f-e4d3fc02-65e0a5c9.mp3],1247,1399818769218,
มีอายุ,aged; old,[sound:google-93e0fc30-f3d7ca85-c9a17676-16e20380-e213c62d.mp3],1248,1399818769219,
คุณแม่,mother,[sound:google-94911a12-5633f9c6-cbf01619-e3784c53-c433931e.mp3],1249,1399818769220,
โกรธ,angry,[sound:google-cc4ab00c-09bff254-6ba5f986-e13f74e3-cd8b5a99.mp3],1250,1399818769221,
ภาพยนตร์,movie,[sound:google-753c8c7b-fae15771-b725e3fc-d2ac47bf-bd6037e5.mp3],1251,1399818769222,
แฟน,"fan; boyfriend, girlfriend",[sound:google-bfde57d8-86ffd0e9-76ce94fa-3b930f46-980f2cd6.mp3],1252,1399818769223,
จินตนาการ,imagine,[sound:google-4363ed08-ddc142f1-b8df55f1-1cebbe32-0b5b2f47.mp3],1253,1399818769224,
ทรัพย์สิน,capital; asset,[sound:google-959e5f8c-be0a117a-62e6b357-d6aec03d-c692d548.mp3],1254,1399818769225,
ทางเลือก,alternative; choice,[sound:google-81bfc6b3-d41f6ac6-e99e0c64-c7ab7cb3-bb0f8d0e.mp3],1255,1399818769226,
สว่าง,bright; shining,[sound:google-cd75cbb0-0bd79ad5-7312986f-8ae053d0-b77a90d4.mp3],1256,1399818769227,
หลับ,asleep,[sound:google-a765f2e0-38f95648-a13c5735-688b0eaa-6d15a8dc.mp3],1257,1399818769228,
ยศ,rank; title,[sound:google-77456fb1-fa3b49ef-fe5fd9dc-e9f0156b-2d7d93b2.mp3],1258,1399818769229,
ยุติธรรม,fair; just,[sound:google-46113550-070e5c42-23c6c62d-b02d9865-dc62bfd1.mp3],1259,1399818769230,
จัดตั้ง,establish,[sound:google-b4dbbf8a-9b6e83fd-f08495f3-a65d6250-3686d8ff.mp3],1260,1399818769231,
ก่อให้เกิด,cause; produce,[sound:google-2b86b370-7d58d1b4-3181acd8-7cfea106-f0f4cbb7.mp3],1261,1399818769232,
ทางออก,exit,[sound:google-ee58b44b-a6d5fef8-4e8d1a25-8f960821-e94d46c3.mp3],1262,1399818769233,
เบา,light,[sound:google-fd7034a7-7a428daf-c5f4a0e9-0cebb327-ed09425f.mp3],1263,1399818769234,
ขวา,right,[sound:google-cd32345b-71214902-4ef5581f-b1148e6a-c5baa61e.mp3],1264,1399818769235,
ครอง,put on; possess,[sound:google-3b77ce20-f1cc24b3-f228772d-c23baa9a-ac97cfcc.mp3],1265,1399818769236,
โค้ง,bow; bend; incline,[sound:google-cb5c0f99-e4afb600-398acd30-c2330c89-9043e267.mp3],1266,1399818769237,
เรียกร้อง,demand,[sound:google-006e1648-196284e6-b4ed8964-2e09b758-5d193aef.mp3],1267,1399818769238,
ล้ม,abolish; die; fall down,[sound:google-63174d95-716190c7-778d1c5c-48a61aca-82b61f05.mp3],1268,1399818769239,
